   0.50000000 -38.70901183 
   0.60000000 -39.20261711 
   0.70000000 -39.48072081 
   0.80000000 -39.63421117 
   0.90000000 -39.71422628 
   1.00000000 -39.75055320 
   1.10000000 -39.76071798 
   1.20000000 -39.75518643 
   1.30000000 -39.74042983 
   1.40000000 -39.72062808 
   1.50000000 -39.69856890 
   1.60000000 -39.67613979 
   1.70000000 -39.65462255 
   1.80000000 -39.63487432 
   1.90000000 -39.61742957 
   2.00000000 -39.60255377 
   2.10000000 -39.59028048 
   2.20000000 -39.58045615 
   2.30000000 -39.57279914 
   2.40000000 -39.56696456 
   2.50000000 -39.56260020 
