   0.50000000 -39.30548764 
   0.60000000 -39.77007289 
   0.70000000 -40.02235847 
   0.80000000 -40.15722015 
   0.90000000 -40.22545902 
   1.00000000 -40.25541770 
   1.10000000 -40.26343550 
   1.20000000 -40.25909190 
   1.30000000 -40.24805926 
   1.40000000 -40.23370426 
   1.50000000 -40.21803107 
   1.60000000 -40.20223336 
   1.70000000 -40.18701544 
   1.80000000 -40.17278747 
   1.90000000 -40.15978556 
   2.00000000 -40.14813829 
   2.10000000 -40.13789942 
   2.20000000 -40.12906564 
   2.30000000 -40.12158532 
   2.40000000 -40.11536566 
   2.50000000 -40.11028308 
