   0.50000000 -38.68967103 
   0.60000000 -39.18174082 
   0.70000000 -39.45793463 
   0.80000000 -39.60920096 
   0.90000000 -39.68664253 
   1.00000000 -39.71997252 
   1.10000000 -39.72661935 
   1.20000000 -39.71692578 
   1.30000000 -39.69722031 
   1.40000000 -39.67153299 
   1.50000000 -39.64250771 
   1.60000000 -39.61190625 
   1.70000000 -39.58091906 
   1.80000000 -39.55036871 
   1.90000000 -39.52083732 
   2.00000000 -39.49273837 
   2.10000000 -39.46635349 
   2.20000000 -39.44185318 
   2.30000000 -39.41931402 
   2.40000000 -39.39873736 
   2.50000000 -39.38006961 
