   0.20000000 -32.63654342 
   0.38666667 -37.92520441 
   0.57333333 -39.35521784 
   0.76000000 -39.83480349 
   0.94666667 -39.98078125 
   1.13333333 -40.00234485 
   1.32000000 -39.97692436 
   1.50666667 -39.93495051 
   1.69333333 -39.88927714 
   1.88000000 -39.84548633 
   2.06666667 -39.80614127 
   2.25333333 -39.77234973 
   2.44000000 -39.74427632 
   2.62666667 -39.72150602 
   2.81333333 -39.70337139 
   3.00000000 -39.68917685 
