   0.50000000 -38.97052029 
   0.60000000 -39.45994437 
   0.70000000 -39.73411814 
   0.80000000 -39.88401583 
   0.90000000 -39.96097774 
   1.00000000 -39.99490703 
   1.10000000 -40.00334039 
   1.20000000 -39.99664100 
   1.30000000 -39.98107181 
   1.40000000 -39.96052896 
   1.50000000 -39.93747455 
   1.60000000 -39.91346651 
   1.70000000 -39.88948947 
   1.80000000 -39.86617524 
   1.90000000 -39.84394065 
   2.00000000 -39.82306357 
   2.10000000 -39.80371789 
   2.20000000 -39.78599734 
   2.30000000 -39.76991944 
   2.40000000 -39.75545043 
   2.50000000 -39.74251706 
