1 16 1   1.0   1.0 
   0.20000000   0.12722245 
   0.38666667  -0.91195614 
   0.57333333  -1.12848387 
   0.76000000  -1.15797493 
   0.94666667  -1.13073697 
   1.13333333  -1.08641722 
   1.32000000  -1.03874561 
   1.50666667  -0.99361851 
   1.69333333  -0.95359776 
   1.88000000  -0.91950001 
   2.06666667  -0.89126083 
   2.25333333  -0.86836437 
   2.44000000  -0.85008185 
   2.62666667  -0.83566028 
   2.81333333  -0.82441407 
   3.00000000  -0.81574206 
